
id,content_name,is_ott,분류코드,개봉일,감독_및_PD,시청자수,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
769,Jack the Giant SlayerÂ,N,KVARIETY_064,2013-03-22,Bryan Singer,170580,Theater,1,114,"Eddie Marsan, Ewen Bremner",USA,English,15세,bean giant king,NA,NA,NA,"Adventure, Fantasy"
770,My Soul to TakeÂ,N,KVARIETY_138,2010-02-12,Wes Craven,39392,Theater,1,107,"Frank Grillo, Emily Meade",USA,English,19금,evil killer murder,NA,NA,NA,"Horror, Mystery, Thriller"
771,This Is 40Â,N,KVARIETY_170,2012-11-22,Judd Apatow,185618,Theater,1,134,"Charlyne Yi, Maude Apatow",USA,English,19금,40th birthday aging birthday,NA,NA,NA,Comedy
772,Friends with BenefitsÂ,N,MOVIE_CRIME_HOSTAGE,2011-05-04,Will Gluck,536447,Theater,1,109,"Mila Kunis, Justin Timberlake",USA,English,19금,blow job female rear nudity girl in panties,NA,NA,NA,"Comedy, Romance"
773,KeanuÂ,N,DRAMA_HORROR_SLASHER,2016-11-09,Peter Atencio,91967,Theater,1,100,"Nia Long, Will Forte",USA,English,19금,car chase gangsta gun fight,NA,NA,NA,"Action, Comedy"
774,Love the CoopersÂ,N,DRAMA_WORK_FASHION,2015-10-01,Jessie Nelson,76513,Theater,1,107,"Olivia Wilde, Alex Borstein",USA,English,15세,christmas family dinner husband wife conflict,NA,NA,NA,Comedy
775,MudÂ,N,KDRAMA_065,2012-10-11,Jeff Nichols,264089,Theater,1,130,"Matthew McConaughey, Tye Sheridan",USA,English,15세,14 year old boat bounty hunter,NA,NA,NA,Drama
776,The Opposite SexÂ,N,MOVIE_ACTION_SPY,2014-04-14,Jennifer Finnigan,53588,Theater,1,97,"Geoff Stults, Kenan Thompson",USA,English,전체,bare breasts,NA,NA,NA,Comedy
777,"Jeff, Who Lives at HomeÂ",N,MOVIE_ROM_BL,2011-10-13,Jay Duplass,84007,Theater,1,83,"Judy Greer, Evan Ross",USA,English,19금,basement errand secret admirer,NA,NA,NA,"Comedy, Drama"
778,Instructions Not IncludedÂ,N,KDRAMA_090,2013-05-25,Eugenio Derbez,52499,영화관,1,115,"Eugenio Derbez, Jessica Lindsey",Mexico,Spanish,15세,father daughter relationship,NA,NA,NA,"Comedy, Drama"
779,ThorÂ,N,KVARIETY_172,2011-01-13,Kenneth Branagh,546808,Theater,1,115,"Chris Hemsworth, Natalie Portman",USA,English,15세,battle marvel cinematic universe scientist,NA,NA,NA,"Action, Adventure, Fantasy"
780,The Last AirbenderÂ,N,KVARIETY_143,2010-04-26,M. Night Shyamalan,133557,Theater,1,103,"Seychelle Gabriel, Noah Ringer",USA,English,12세,avatar fire kingdom,NA,NA,NA,"Action, Adventure, Family"
781,Paranormal Activity 2Â,N,MOVIE_SPORTS_BOXING,2010-07-27,Tod Williams,90053,Theater,1,98,"Sprague Grayden, Molly Ephraim",USA,English,19금,california carlsbad california house,NA,NA,NA,Horror
782,The Legend of TarzanÂ,N,KVARIETY_075,2016-04-01,David Yates,76401,Theater,1,110,"Christoph Waltz, Alexander SkarsgÃ¥rd",USA,English,15세,africa capture jungle,NA,NA,NA,"Action, Adventure, Drama"
783,AbductionÂ,N,KDRAMA_061,2011-11-08,John Singleton,114325,Theater,1,106,"Ken Arnold, Benjamin J. Cain Jr.",USA,English,15세,assassin high school on the run,NA,NA,NA,"Action, Mystery, Thriller"
784,Of Horses and MenÂ,N,DRAMA_ACTION_TECH,2013-07-17,Benedikt Erlingsson,38799,영화관,1,81,"Ingvar Eggert SigurÃ°sson, Charlotte BÃ¸ving",Iceland,Icelandic,전체,barbed wire barbed wire fence horse,NA,NA,NA,"Comedy, Drama, Romance"
785,Battle of the YearÂ,N,KDRAMA_039,2013-04-21,Benson Lee,53882,Theater,1,110,"Chris Brown, Caity Lotz",USA,English,15세,3 dimensional box office flop critically bashed,NA,NA,NA,"Drama, Music"
786,We Need to Talk About KevinÂ,N,KDRAMA_090,2011-04-08,Lynne Ramsay,148505,영화관,1,112,"Ezra Miller, Siobhan Fallon Hogan",UK,English,19금,archery defiance mental illness,NA,NA,NA,"Drama, Thriller"
787,Open RoadÂ,N,DRAMA_CRIME_POLICE,2013-08-03,Marcio Garcia,43274,영화관,1,85,"John Savage, Kristi Clainos",Brazil,English,전체,dealer drugs killer,NA,NA,NA,"Action, Drama, Thriller"
788,AlohaÂ,N,MOVIE_COM_SATIRE,2015-07-24,Cameron Crowe,86320,Theater,1,105,"Emma Stone, Bradley Cooper",USA,English,15세,box office flop critically bashed hawaii,NA,NA,NA,"Comedy, Drama, Romance"
789,Ramona and BeezusÂ,N,KDRAMA_047,2010-08-09,Elizabeth Allen Rosenbaum,81608,Theater,1,103,"Sierra McCormick, Hutch Dano",USA,English,전체,aunt cat death of pet,NA,NA,NA,"Adventure, Comedy, Family"
790,The Last SongÂ,N,KVARIETY_068,2010-04-24,Julie Anne Robinson,79434,Theater,1,107,"Kelly Preston, Bobby Coleman",USA,English,12세,beach fire love,NA,NA,NA,"Drama, Family, Music"
791,Straight A'sÂ,N,KDRAMA_061,2013-11-12,James Cox,61753,Theater,1,91,"Jon Mack, Powers Boothe",USA,English,19금,addict paternity rascal,NA,NA,NA,"Comedy, Drama"
792,A Better LifeÂ,N,KVARIETY_129,2011-01-02,Chris Weitz,62234,Theater,1,98,"DemiÃ¡n Bichir, Eddie 'Piolin' Sotelo",USA,English,15세,gang gardener money,NA,NA,NA,"Drama, Romance"
793,The Rise of the KraysÂ,N,DRAMA_HORROR_GEN,2015-01-16,Zackary Adler,18110,영화관,1,110,"Simon Merrells, Kevin Leslie",UK,English,19금,A film titled The Rise of the KraysÂ.,NA,NA,NA,"Crime, Drama"
794,Final Destination 5Â,N,KVARIETY_079,2011-07-16,Steven Quale,151761,Theater,1,92,"Emma Bell, Jacqueline MacInnes Wood",USA,English,19금,blood splatter death eyeball run over by car,NA,NA,NA,Horror
795,The Raid: RedemptionÂ,N,KVARIETY_164,2011-03-11,Gareth Evans,260800,영화관,1,102,"Iko Uwais, Yayan Ruhian",Indonesia,Indonesian,19금,apartment drug lord gangster,NA,NA,NA,"Action, Crime, Thriller"
796,DetentionÂ,N,KVARIETY_072,2011-11-08,Joseph Kahn,92242,Theater,1,93,"Josh Hutcherson, Shanley Caswell",USA,English,19금,blood splatter detention high school,NA,NA,NA,"Comedy, Horror, Sci-Fi"
797,Hard to Be a GodÂ,N,MOVIE_MYST_AMNESIA,2013-07-02,Aleksey German,23698,영화관,1,177,"Leonid Yarmolnik, Yuriy Tsurilo",Russia,Russian,전체,fictional war hanging male full frontal nudity,NA,NA,NA,"Drama, Sci-Fi"
798,RangoÂ,N,KDRAMA_050,2011-02-21,Gore Verbinski,214413,Theater,1,107,"Johnny Depp, Ray Winstone",USA,English,12세,chameleon lizard sheriff,NA,NA,NA,"Adventure, Animation, Comedy"
799,Jane Got a GunÂ,N,MOVIE_COM_STANDUP,2016-07-23,Gavin O'Connor,77155,Theater,1,98,"Natalie Portman, Noah Emmerich",USA,English,19금,brothel death of husband ex lover,NA,NA,NA,"Action, Drama, Western"
800,Stake LandÂ,N,MOVIE_ANIME_ROMANCE,2010-08-13,Jim Mickle,54957,Theater,1,98,"Connor Paolo, Michael Cerveris",USA,English,19금,canada post apocalypse road movie,NA,NA,NA,"Drama, Horror, Sci-Fi"
801,The TempestÂ,N,MOVIE_DOC_GEN,2010-10-16,Julie Taymor,41467,Theater,1,110,"Djimon Hounsou, Reeve Carney",USA,English,15세,banishment sorcery spirit,NA,NA,NA,"Comedy, Drama, Fantasy"
802,Dom HemingwayÂ,N,DRAMA_FANTASY_VAMPIRE,2013-01-25,Richard Shepard,61926,영화관,1,93,"Richard E. Grant, Mark Wingett",UK,English,19금,male frontal nudity male nudity male rear nudity,NA,NA,NA,"Comedy, Crime, Drama"
803,Jab Tak Hai JaanÂ,N,DRAMA_HORROR_OCCULT,2012-07-28,Yash Chopra,99008,영화관,1,176,"Shah Rukh Khan, Katrina Kaif",India,Hindi,전체,accident army bomb,NA,NA,NA,"Drama, Romance"
804,Guardians of the GalaxyÂ,N,MOVIE_FAM_MARRIAGE,2014-11-14,James Gunn,1146274,Theater,1,121,"Bradley Cooper, Vin Diesel",USA,English,15세,bounty hunter outer space raccoon,NA,NA,NA,"Action, Adventure, Sci-Fi"
805,London Has FallenÂ,N,KVARIETY_004,2016-06-07,Babak Najafi,137900,영화관,1,99,"Gerard Butler, Radha Mitchell",UK,English,19금,british funeral good versus evil,NA,NA,NA,"Action, Crime, Drama"
806,The Man with the Iron FistsÂ,N,KVARIETY_066,2012-01-20,RZA,58941,Theater,1,107,"Rick Yune, RZA",USA,English,19금,blacksmith box office flop chop socky,NA,NA,NA,Action
807,The 5th QuarterÂ,N,MOVIE_ACTION_HEIST,2010-08-11,Rick Bieber,49903,Theater,1,90,"Aidan Quinn, Kendrick Cross",USA,English,12세,athletic training football practice funeral,NA,NA,NA,"Biography, Drama, Sport"
808,Wall Street: Money Never SleepsÂ,N,MOVIE_MYST_GEN,2010-04-28,Oliver Stone,88517,Theater,1,136,"Frank Langella, Austin Pendleton",USA,English,15세,corporate greed crisis economy,NA,NA,NA,Drama
809,Despicable Me 2Â,N,KDRAMA_024,2013-09-19,Pierre Coffin,551755,Theater,1,98,"Steve Carell, Miranda Cosgrove",USA,English,12세,dating minion overprotective father,NA,NA,NA,"Animation, Comedy, Family"
810,The Green HornetÂ,N,MOVIE_ROM_GEN,2011-02-18,Michel Gondry,229835,Theater,1,119,"Christoph Waltz, Tom Wilkinson",USA,English,15세,heir kung fu party,NA,NA,NA,"Action, Comedy, Crime"
811,Fight to the FinishÂ,N,KVARIETY_101,2016-11-26,Warren Sheppard,92776,Theater,1,94,"Jennifer Hale, Randy Jay Burrell",USA,English,15세,fighting karate,NA,NA,NA,"Action, Romance, Sport"
812,The InterviewÂ,N,KVARIETY_176,2014-12-26,Evan Goldberg,384514,Theater,1,112,"James Franco, Randall Park",USA,English,19금,assassination attempt communist dictatorship dictator,NA,NA,NA,Comedy
813,Small ApartmentsÂ,N,DRAMA_MYST_SUPERNATURAL,2012-02-03,Jonas Ãkerlund,61497,Theater,1,96,"Noel Gugliemi, Saffron Burrows",USA,English,19금,fire investigator landlord suicide,NA,NA,NA,"Comedy, Crime, Drama"
814,R.I.P.D.Â,N,DRAMA_WORK_CONSTRUCTION,2013-05-12,Robert Schwentke,118072,Theater,1,96,"Ryan Reynolds, Jeff Bridges",USA,English,15세,drug dealer gold partner,NA,NA,NA,"Action, Comedy, Fantasy"
815,The WitchÂ,N,MOVIE_SF_PARALLEL,2015-06-02,Robert Eggers,102168,Theater,1,92,"Julian Richings, Kate Dickie",USA,English,19금,black magic goat isolation,NA,NA,NA,"Horror, Mystery"
816,Ted 2Â,N,KVARIETY_093,2015-04-21,Seth MacFarlane,146001,Theater,1,125,"Liam Neeson, Morgan Freeman",USA,English,19금,baby f word fight,NA,NA,NA,Comedy
817,H.Â,N,KDRAMA_078,2014-12-19,Rania Attieh,94562,Theater,1,93,"Paul Hickert, Robin Bartlett",USA,English,전체,A film titled H.Â.,NA,NA,NA,"Drama, Sci-Fi, Thriller"
818,Stories of Our LivesÂ,N,MOVIE_DOC_EDUCATIONAL,2014-04-01,Jim Chuchu,43261,영화관,1,60,"Paul Ogola, Olwenya Maina",Kenya,Swahili,전체,A film titled Stories of Our LivesÂ.,NA,NA,NA,Drama
819,Pirates of the Caribbean: On Stranger TidesÂ,N,MOVIE_DOC_NATURE,2011-08-22,Rob Marshall,436144,Theater,1,136,"Johnny Depp, Sam Claflin",USA,English,15세,blackbeard captain pirate,NA,NA,NA,"Action, Adventure, Fantasy"
820,In TimeÂ,N,KVARIETY_072,2011-10-01,Andrew Niccol,349879,Theater,1,109,"Matt Bomer, Olivia Wilde",USA,English,15세,currency future murder,NA,NA,NA,"Action, Sci-Fi, Thriller"
821,Sinister 2Â,N,KVARIETY_014,2015-06-13,CiarÃ¡n Foy,98458,Theater,1,97,"Laila Haley, James Ransone",USA,English,19금,deputy farmhouse nightmare,NA,NA,NA,"Horror, Mystery, Thriller"
822,NeighborsÂ,N,KVARIETY_109,2014-11-15,Nicholas Stoller,277984,Theater,1,97,"Craig Roberts, Carla Gallo",USA,English,19금,broken leg friendship jewish,NA,NA,NA,Comedy
823,Need for SpeedÂ,N,KDRAMA_006,2014-07-27,Scott Waugh,137560,Theater,1,132,"Rami Malek, Dominic Cooper",USA,English,15세,cross country custom car illegal street racing,NA,NA,NA,"Action, Crime, Drama"
824,WarriorÂ,N,KVARIETY_029,2011-10-25,Gavin O'Connor,425325,Theater,1,140,"Tom Hardy, Frank Grillo",USA,English,15세,alcoholic mixed martial arts return home,NA,NA,NA,"Drama, Sport"
825,UnbrokenÂ,N,DRAMA_FAM_GEN,2014-04-14,Angelina Jolie Pitt,144251,Theater,1,137,"Finn Wittrock, Jack O'Connell",USA,English,15세,emaciation male nudity plane crash,NA,NA,NA,"Biography, Drama, Sport"
826,Atlas Shrugged: Who Is John Galt?Â,N,DRAMA_FAM_SINGLEPARENT,2014-04-14,James Manera,86620,Theater,1,99,"Joaquim de Almeida, Greg Germann",USA,English,15세,box office flop critically bashed economy,NA,NA,NA,"Drama, Mystery, Sci-Fi"
827,Do You Believe?Â,N,KVARIETY_180,2015-02-11,Jon Gunn,90530,Theater,1,120,"Alexa PenaVega, Delroy Lindo",USA,English,15세,belief faith pastor,NA,NA,NA,Drama
828,A Walk Among the TombstonesÂ,N,DRAMA_ACTION_CAR,2014-05-17,Scott Frank,151979,Theater,1,114,"Liam Neeson, Boyd Holbrook",USA,English,19금,drug dealer ex cop murder of wife,NA,NA,NA,"Crime, Drama, Mystery"
829,Filly BrownÂ,N,KVARIETY_197,2012-06-18,Youssef Delara,17054,Theater,1,80,"Noel Gugliemi, Jenni Rivera",USA,English,19금,A film titled Filly BrownÂ.,NA,NA,NA,"Drama, Music"
830,The Fault in Our StarsÂ,N,KDRAMA_080,2014-06-01,Josh Boone,431261,Theater,1,133,"Shailene Woodley, Sam Trammell",USA,English,15세,cancer falling in love friendship,NA,NA,NA,"Drama, Romance"
831,Hot PursuitÂ,N,DRAMA_THR_PSYCHO,2015-04-12,Anne Fletcher,96738,Theater,1,87,"Jim Gaffigan, Richard T. Jones",USA,English,15세,danger drug cartel female cop,NA,NA,NA,"Action, Comedy, Crime"
832,RestorationÂ,N,MOVIE_THR_PSYCHO,2016-02-28,Zack Ward,61213,Theater,1,92,"Zack Ward, Anna Harr",USA,English,전체,A film titled RestorationÂ.,NA,NA,NA,Horror
833,High RoadÂ,N,MOVIE_ANIME_SLICEOFLIFE,2011-04-15,Matt Walsh,80487,Theater,1,87,"Joe Lo Truglio, Matt Jones",USA,English,19금,A film titled High RoadÂ.,NA,NA,NA,Comedy
834,Gulliver's TravelsÂ,N,MOVIE_ACTION_MARTIALARTS,2010-10-04,Rob Letterman,55752,Theater,1,85,"James Corden, Catherine Tate",USA,English,12세,bermuda triangle box office hit shipwrecked,NA,NA,NA,"Adventure, Comedy, Family"
835,Midnight in ParisÂ,N,KVARIETY_055,2011-12-13,Woody Allen,494052,영화관,1,94,"Kurt Fuller, Audrey Fleurot",Spain,English,15세,1920s golden age midnight,NA,NA,NA,"Comedy, Fantasy, Romance"
836,The Last Exorcism Part IIÂ,N,KVARIETY_099,2013-10-12,Ed Gass-Donnelly,78274,영화관,1,93,"Muse Watson, Spencer Treat Clark",France,English,15세,car fire evil hospital,NA,NA,NA,"Drama, Horror, Thriller"
837,Evil DeadÂ,N,KVARIETY_050,2013-05-24,Fede Alvarez,239563,Theater,1,96,"Lou Taylor Pucci, Elizabeth Blackmore",USA,English,19금,book of the dead demon h.p. lovecraft,NA,NA,NA,Horror
838,Deceptive Practice: The Mysteries and Mentors of Ricky JayÂ,N,KVARIETY_022,2012-09-03,Molly Bernstein,17771,Theater,1,88,"David Mamet, Ricky Jay",USA,English,전체,stage magician,NA,NA,NA,Documentary
839,Let's Be CopsÂ,N,MOVIE_CRIME_DETECTIVE,2014-07-01,Luke Greenfield,156502,Theater,1,104,"Rob Riggle, Damon Wayans Jr.",USA,English,19금,friendship between men impersonating a police officer mobster,NA,NA,NA,Comedy
840,The Big ShortÂ,N,KDRAMA_015,2015-06-06,Adam McKay,322525,Theater,1,130,"Ryan Gosling, Christian Bale",USA,English,19금,bank banking finance,NA,NA,NA,"Biography, Comedy, Drama"
841,A Good Day to Die HardÂ,N,DRAMA_HORROR_MONSTER,2013-08-07,John Moore,265893,Theater,1,101,"Bruce Willis, Cole Hauser",USA,English,19금,bomb cia courthouse,NA,NA,NA,"Action, Thriller"
842,WeekendÂ,N,KVARIETY_154,2011-01-02,Andrew Haigh,30192,영화관,1,97,"Tom Cullen, Chris New",UK,English,전체,coming out fellatio male in bathtub,NA,NA,NA,"Drama, Romance"
843,Fight ValleyÂ,N,MOVIE_ANIME_SUPERNATURAL,2016-08-26,Rob Hawk,95173,Theater,1,90,"Kari J. Kramer, Erin O'Brien",USA,English,전체,A film titled Fight ValleyÂ.,NA,NA,NA,"Action, Drama"
844,"Ultramarines: A Warhammer 40,000 MovieÂ",N,MOVIE_DOC_TRAVEL,2010-11-08,Martyn Pick,75472,영화관,1,76,"Sean Pertwee, Steven Waddington",UK,English,19금,grimdark mutilated corpse space marine,NA,NA,NA,"Action, Animation, Fantasy"
845,No EscapeÂ,N,KVARIETY_107,2015-11-12,John Erick Dowdle,72931,Theater,1,103,"Sterling Jerins, Claire Geare",USA,English,19금,asia fictional country hotel,NA,NA,NA,"Action, Thriller"
846,MisconductÂ,N,MOVIE_FAM_GEN,2016-01-12,Shintaro Shimosawa,63671,Theater,1,106,"Al Pacino, Anthony Hopkins",USA,English,19금,black panties lust sexual attraction,NA,NA,NA,"Drama, Thriller"
847,Bending SteelÂ,N,MOVIE_DOC_CRIME,2013-04-23,Dave Carroll,61821,Theater,1,92,Chris 'Wonder' Schoeck,USA,English,전체,A film titled Bending SteelÂ.,NA,NA,NA,Documentary
848,The RidgesÂ,N,DRAMA_ROM_GEN,2011-04-24,Brandon Landers,29360,Theater,1,143,"Robbie Barnes, Alana Kaniewski",USA,English,전체,avatar college death,NA,NA,NA,"Drama, Horror, Thriller"
849,Man of SteelÂ,N,KVARIETY_041,2013-04-03,Zack Snyder,1064055,Theater,1,143,"Henry Cavill, Christopher Meloni",USA,English,15세,based on comic book british actor playing american character final battle,NA,NA,NA,"Action, Adventure, Fantasy"
850,The FighterÂ,N,DRAMA_ROM_MARRIED,2010-03-26,David O. Russell,323392,Theater,1,116,"Christian Bale, Jack McGee",USA,English,19금,boxer boxing boxing match,NA,NA,NA,"Biography, Drama, Sport"
851,Endless LoveÂ,N,KVARIETY_054,2014-01-14,Shana Feste,93795,Theater,1,104,"Alex Pettyfer, Bruce Greenwood",USA,English,15세,brother sister relationship high school graduation love,NA,NA,NA,"Drama, Romance"
852,Death Note,N,KVARIETY_029,2023-07-08,NA,828015,TV,13,25,NA,Japan,Japanese,19금,"A shinigami, as a god of death, can kill any personprovided they see their victim's face and write their victim's name in a notebook called a Death Note. One day, Ryuk, bored by the shinigami lifestyle and interested in seeing how a human would use a Death Note, drops one into the human realm.

High school student and prodigy Light Yagami stumbles upon the Death Note andsince he deplores the state of the worldtests the deadly notebook by writing a criminal's name in it. When the criminal dies immediately following his experiment with the Death Note, Light is greatly surprised and quickly recognizes how devastating the power that has fallen into his hands could be.            

With this divine capability, Light decides to extinguish all criminals in order to build a new world where crime does not exist and people worship him as a god. Police, however, quickly discover that a serial killer is targeting criminals and, consequently, try to apprehend the culprit. To do this, the Japanese investigators count on the assistance of the best detective in the world: a young and eccentric man known only by the name of L.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/9453.jpg,NA,NA,"Mystery, Police, Psychological"
853,Fullmetal Alchemist: Brotherhood,N,KVARIETY_161,2014-01-11,NA,864979,TV,12,24,NA,Japan,Japanese,19금,"""In order for something to be obtained, something of equal value must be lost.""

Alchemy is bound by this Law of Equivalent Exchangesomething the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgressionEdward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist.

Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/47421.jpg,NA,NA,"Action, Military, Adventure"
854,Shokugeki no Souma,N,MOVIE_FANTASY_MYTH,2015-06-19,NA,702012,TV,13,23,NA,Japan,Japanese,15세,"Ever since he was a child, fifteen-year-old Souma Yukihira has helped his father by working as the sous chef in the restaurant his father runs and owns. Throughout the years, Souma developed a passion for entertaining his customers with his creative, skilled, and daring culinary creations. His dream is to someday own his family's restaurant as its head chef.

Yet when his father suddenly decides to close the restaurant to test his cooking abilities in restaurants around the world, he sends Souma to Tootsuki Culinary Academy, an elite cooking school where only 10 percent of the students graduate. The institution is famous for its ""Shokugeki"" or ""food wars,"" where students face off in intense, high-stakes cooking showdowns.

As Souma and his new schoolmates struggle to survive the extreme lifestyle of Tootsuki, more and greater challenges await him, putting his years of learning under his father to the test.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/72943.jpg,NA,NA,"Ecchi, School, Shounen"
855,Fate/stay night: Unlimited Blade Works,N,MOVIE_CRIME_GEN,2022-02-01,NA,755679,TV,13,23,NA,Japan,Japanese,19금,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prizethe Holy Grail, a magical artifact capable of granting its wielder any wish.

One of Rin's classmates, Emiya Shirou, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War. 

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/12/67333.jpg,NA,NA,"Action, Supernatural, Magic"
