id,content_name,is_ott,∫–∑˘ƒ⁄µÂ,∞≥∫¿¿œ,∞®µ∂_π◊_PD,Ω√√ª¿⁄ºˆ,platform,episode_total,episode_length,cast,origin_country,lang,rating,synopsis,poster_url,ott_availability,awards,tags
650,Foodfight!,N,KVARIETY_007,2012-05-24,Lawrence Kasanoff,516379,Theater,1,91,"Jerry Stiller, Larry Miller",USA,English,12ºº,femme fatale food pun,NA,NA,NA,"Action, Animation, Comedy"
651,Son of God,N,MOVIE_DOC_MEDICAL,2014-07-26,Christopher Spencer,208786,Theater,1,170,"Roma Downey, Amber Rose Revah",USA,English,15ºº,bare chested male bondage crucifixion loincloth,NA,NA,NA,"Biography, Drama, History"
652,John Carter,N,DRAMA_MYST_CONSPIRACY,2012-07-05,Andrew Stanton,449055,Theater,1,132,"Daryl Sabara, Samantha Morton",USA,English,15ºº,alien american civil war male nipple,NA,NA,NA,"Action, Adventure, Sci-Fi"
653,The Lone Ranger,N,KDRAMA_059,2013-03-01,Gore Verbinski,447331,Theater,1,150,"Johnny Depp, Ruth Wilson",USA,English,15ºº,horse outlaw texas,NA,NA,NA,"Action, Adventure, Western"
654,Burlesque,N,KDRAMA_075,2010-10-25,Steve Antin,187278,Theater,1,119,"Eric Dane, Peter Gallagher",USA,English,15ºº,burlesque dancer iowa,NA,NA,NA,"Drama, Music, Musical"
655,You Again,N,KDRAMA_092,2010-06-06,Andy Fickman,151839,Theater,1,105,"Jamie Lee Curtis, James Wolk",USA,English,12ºº,dancing dog flight,NA,NA,NA,"Comedy, Family, Romance"
656,Barbecue,N,KDRAMA_074,2014-06-16,Eric Lavaine,557523,øµ»≠∞¸,1,98,"Lambert Wilson, Julie Engelbrecht",France,French,¿¸√º,A film titled Barbecue.,NA,NA,NA,Comedy
657,Hayride,N,KVARIETY_136,2012-03-15,Terron R. Parsons,60085,Theater,1,93,"Richard Tyson, Jeremy Sande",USA,English,¿¸√º,A film titled Hayride.,NA,NA,NA,"Crime, Drama, Horror"
658,The Last Witch Hunter,N,DRAMA_WORK_CONSTRUCTION,2015-11-13,Breck Eisner,479560,Theater,1,106,"Vin Diesel, Joseph Gilgun",USA,English,15ºº,box office flop burned to death magic,NA,NA,NA,"Action, Adventure, Fantasy"
659,The Cold Light of Day,N,MOVIE_ANIME_ROMANCE,2012-02-02,Mabrouk El Mechri,373216,Theater,1,93,"Henry Cavill, Bruce Willis",USA,English,15ºº,driving a car down stairs duct tape gag held captive,NA,NA,NA,"Action, Thriller"
660,Green Lantern,N,DRAMA_ACTION_SPY,2011-09-12,Martin Campbell,345664,Theater,1,123,"Ryan Reynolds, Temuera Morrison",USA,English,15ºº,autopsy lantern planet,NA,NA,NA,"Action, Adventure, Sci-Fi"
661,The Devil Inside,N,MOVIE_SPORTS_SURFING,2012-07-24,William Brent Bell,275900,Theater,1,83,"Fernanda Andrade, Claudiu Trandafir",USA,English,19±›,critically bashed demonic possession exorcism,NA,NA,NA,Horror
662,Quartet,N,KVARIETY_076,2012-11-10,Dustin Hoffman,320909,øµ»≠∞¸,1,98,"Luke Newberry, Sheridan Smith",UK,English,15ºº,divorced couple opera reference to giuseppe verdi,NA,NA,NA,"Comedy, Drama"
663,About Time,N,DRAMA_HORROR_OCCULT,2013-09-12,Richard Curtis,337318,øµ»≠∞¸,1,123,"Tom Hughes, Tom Hollander",UK,English,19±›,boyfriend girlfriend relationship lingerie slip time travel,NA,NA,NA,"Drama, Fantasy, Romance"
664,Tinker Tailor Soldier Spy,N,KDRAMA_036,2011-06-12,Tomas Alfredson,377105,øµ»≠∞¸,1,127,"Benedict Cumberbatch, Colin Firth",France,English,19±›,cold war hungary mole,NA,NA,NA,"Drama, Mystery, Thriller"
665,Aloft,N,KDRAMA_015,2014-02-19,Claudia Llosa,316553,øµ»≠∞¸,1,97,"Ian Tracey, Zen McGrath",Spain,English,19±›,A film titled Aloft.,NA,NA,NA,Drama
666,The Way Way Back,N,KVARIETY_075,2013-12-22,Nat Faxon,501135,Theater,1,103,"Steve Carell, Liam James",USA,English,15ºº,awkward boy shy kid summer,NA,NA,NA,"Comedy, Drama"
667,Victor Frankenstein,N,KVARIETY_185,2015-04-08,Paul McGuigan,410825,Theater,1,110,"Daniel Radcliffe, Spencer Wilding",USA,English,15ºº,assistant experiment frankenstein,NA,NA,NA,"Drama, Horror, Sci-Fi"
668,Fifty Shades of Black,N,DRAMA_FANTASY_MAGIC,2016-08-02,Michael Tiddes,160281,Theater,1,92,"Fred Willard, Mike Epps",USA,English,19±›,color in title parody reference to cuba gooding jr,NA,NA,NA,Comedy
669,Lincoln,N,DRAMA_FANTASY_GEN,2012-08-07,Steven Spielberg,276541,Theater,1,150,"Joseph Gordon-Levitt, Hal Holbrook",USA,English,15ºº,cultural conflict politics president,NA,NA,NA,"Biography, Drama, History"
670,TRON: Legacy,N,KVARIETY_027,2010-09-23,Joseph Kosinski,475591,Theater,1,125,"Jeff Bridges, Olivia Wilde",USA,English,12ºº,arcade bridge disappearance,NA,NA,NA,"Action, Adventure, Sci-Fi"
671,The Judge,N,MOVIE_SPORTS_MMA,2014-05-12,David Dobkin,506494,Theater,1,141,"Robert Downey Jr., Robert Duvall",USA,English,19±›,courtroom dysfunctional family indiana,NA,NA,NA,"Crime, Drama"
672,The Lucky One,N,KVARIETY_129,2012-05-18,Scott Hicks,470598,Theater,1,101,"Blythe Danner, Riley Thomas Stewart",USA,English,15ºº,arrogance child in peril disarming someone,NA,NA,NA,"Drama, Romance"
673,Inside Out,N,MOVIE_ANIME_BOYS,2015-05-07,Pete Docter,479210,Theater,1,95,"Amy Poehler, Mindy Kaling",USA,English,12ºº,anger joy memory,NA,NA,NA,"Adventure, Animation, Comedy"
674,Ant-Man,N,DRAMA_ROM_TRIANGLE,2015-03-16,Peyton Reed,565418,Theater,1,117,"Judy Greer, Hayley Atwell",USA,English,15ºº,ant chinatown san francisco heist,NA,NA,NA,"Action, Adventure, Comedy"
675,Chappie,N,DRAMA_FANTASY_HISTORICAL,2015-08-16,Neill Blomkamp,265420,Theater,1,120,"Hugh Jackman, Sharlto Copley",USA,English,19±›,artificial intelligence consciousness future,NA,NA,NA,"Action, Crime, Drama"
676,Captain America: The Winter Soldier,N,KDRAMA_098,2014-07-23,Anthony Russo,662050,Theater,1,136,"Scarlett Johansson, Chris Evans",USA,English,15ºº,conspiracy heroism megalomaniac,NA,NA,NA,"Action, Adventure, Sci-Fi"
677,Under the Skin,N,KVARIETY_029,2013-09-23,Jonathan Glazer,117923,øµ»≠∞¸,1,108,"Scarlett Johansson, Paul Brannigan",UK,English,19±›,alien desire female nudity,NA,NA,NA,"Drama, Horror, Sci-Fi"
678,Evolution,N,DRAMA_FAM_MULTIGENER,2015-10-02,Lucile Hadzihalilovic,550537,øµ»≠∞¸,1,81,"Nissim Renard, Roxane Duran",France,French,¿¸√º,boy giving birth nurse,NA,NA,NA,"Drama, Horror, Mystery"
679,Harry Potter and the Deathly Hallows: Part I,N,MOVIE_SPORTS_ESPORTS,2010-11-04,Matt Birch,148471,øµ»≠∞¸,1,84,"Rupert Grint, Toby Jones",UK,English,¿¸√º,A film titled Harry Potter and the Deathly Hallows: Part I.,NA,NA,NA,Fantasy
680,Brighton Rock,N,KVARIETY_063,2010-09-03,Rowan Joffe,351668,øµ»≠∞¸,1,111,"Sam Riley, Sean Harris",UK,English,19±›,brighton catholic gang,NA,NA,NA,"Crime, Drama, Thriller"
681,Incendies,N,MOVIE_ANIME_HORROR,2010-08-11,Denis Villeneuve,398543,øµ»≠∞¸,1,139,"Lubna Azabal, M??lissa D??sormeaux-Poulin",Canada,French,19±›,brother sister relationship family relationships middle east,NA,NA,NA,"Drama, Mystery, War"
682,Terminator Genisys,N,DRAMA_THR_TECH,2015-06-14,Alan Taylor,445691,Theater,1,126,"J.K. Simmons, Emilia Clarke",USA,English,15ºº,alternate timeline cyborg future,NA,NA,NA,"Action, Adventure, Sci-Fi"
683,Counting,N,KVARIETY_128,2015-01-12,Jem Cohen,491350,Theater,1,111,NA,USA,English,¿¸√º,city city symphony diary,NA,NA,NA,Documentary
684,Love in the Time of Monsters,N,MOVIE_DOC_BIO,2014-10-13,Matt Jackson,273609,Theater,1,97,"Kane Hodder, Paul Elia",USA,English,¿¸√º,bigfoot love monster,NA,NA,NA,"Comedy, Horror"
685,Suicide Squad,N,KDRAMA_020,2016-01-20,David Ayer,475468,Theater,1,123,"Will Smith, Robin Atkin Downes",USA,English,15ºº,based on comic book critically bashed father daughter relationship,NA,NA,NA,"Action, Adventure, Comedy"
686,The Gatekeepers,N,KVARIETY_113,2012-02-23,Dror Moreh,409315,øµ»≠∞¸,1,101,"Ami Ayalon, Yuval Diskin",Israel,Hebrew,15ºº,interview jerusalem jewish,NA,NA,NA,"Documentary, War"
687,Hoodwinked Too! Hood vs. Evil,N,MOVIE_ANIME_MYSTERY,2011-12-03,Mike Disa,113423,Theater,1,86,"Amy Poehler, Phil LaMarr",USA,English,12ºº,3 dimensional box office flop critically bashed,NA,NA,NA,"Animation, Comedy, Family"
688,Inside Llewyn Davis,N,DRAMA_CRIME_CORRUPTION,2013-03-18,Ethan Coen,406027,Theater,1,104,"Justin Timberlake, Max Casella",USA,English,19±›,1960s car hitting an animal folk singer,NA,NA,NA,"Drama, Music"
689,All Superheroes Must Die,N,KVARIETY_080,2011-06-10,Jason Trost,394537,Theater,1,78,"Sean Whalen, Jason Trost",USA,English,¿¸√º,arch villain game of death kidnapping,NA,NA,NA,"Sci-Fi, Thriller"
690,If I Stay,N,DRAMA_SOC_ENVIRONMENT,2014-12-10,R.J. Cutler,335512,Theater,1,107,"Chlo?? Grace Moretz, Mireille Enos",USA,English,15ºº,car accident coma out of body experience,NA,NA,NA,"Drama, Fantasy, Music"
691,Freedom,N,MOVIE_MYST_DUALTIMELINE,2014-09-20,Peter Cousens,253662,Theater,1,94,"Sharon Leal, David Rasche",USA,English,19±›,19th century christian film hymn,NA,NA,NA,"Drama, Family, Music"
692,A Warrior's Tail,N,MOVIE_CRIME_ORGANIZED,2015-07-11,Maksim Fadeev,291826,øµ»≠∞¸,1,85,"Konstantin Khabenskiy, Fedor Bondarchuk",Russia,Russian,¿¸√º,battle creature hyena,NA,NA,NA,"Adventure, Animation, Fantasy"
693,Submarine,N,DRAMA_HORROR_ZOMBIE,2010-09-22,Richard Ayoade,485463,øµ»≠∞¸,1,97,"Craig Roberts, Paddy Considine",UK,English,19±›,15 year old school teen comedy,NA,NA,NA,"Comedy, Drama, Romance"
694,The Counselor,N,MOVIE_ROM_GL,2013-12-17,Ridley Scott,282290,Theater,1,138,"Michael Fassbender, Brad Pitt",USA,English,19±›,cunnilingus drug trafficking lawyer,NA,NA,NA,"Crime, Drama, Thriller"
695,Sabotage,N,KVARIETY_092,2014-09-18,David Ayer,456770,Theater,1,109,"Mireille Enos, Martin Donovan",USA,English,19±›,dea drug cartel kicked in the crotch,NA,NA,NA,"Action, Crime, Drama"
696,21 & Over,N,KDRAMA_092,2013-03-19,Jon Lucas,505997,Theater,1,93,"Justin Chon, Josie Loren",USA,English,19±›,21st birthday college student drunken man,NA,NA,NA,Comedy
697,Jack Reacher,N,KVARIETY_084,2012-11-22,Christopher McQuarrie,315017,Theater,1,130,"Tom Cruise, Robert Duvall",USA,English,15ºº,coma mysterious villain police chase,NA,NA,NA,"Action, Crime, Mystery"
698,Apollo 18,N,KVARIETY_052,2011-09-09,Gonzalo L?©¯pez-Gallego,407343,Theater,1,86,"Warren Christie, Ryan Robbins",USA,English,15ºº,cosmonaut footprint found footage,NA,NA,NA,"Horror, Mystery, Sci-Fi"
699,My Name Is Khan,N,KVARIETY_156,2010-10-09,Karan Johar,125997,øµ»≠∞¸,1,128,"Shah Rukh Khan, Jimmy Shergill",India,Hindi,15ºº,airport asperger's syndrome autism,NA,NA,NA,"Adventure, Drama, Thriller"
700,Independence Day: Resurgence,N,MOVIE_ACTION_WAR,2016-07-02,Roland Emmerich,504196,Theater,1,120,"Vivica A. Fox, Sela Ward",USA,English,15ºº,alien battle defense,NA,NA,NA,"Action, Adventure, Sci-Fi"
701,Teeth and Blood,N,DRAMA_GEN,2015-04-11,Al Franklin,148999,Theater,1,96,"Marshal Hilton, Steffinnie Phrommany",USA,English,¿¸√º,blood teeth,NA,NA,NA,Horror
702,Mission: Impossible - Ghost Protocol,N,DRAMA_WORK_FINANCE,2011-03-10,Brad Bird,624508,Theater,1,133,"Tom Cruise, Jeremy Renner",USA,English,15ºº,dubai kremlin race against time,NA,NA,NA,"Action, Adventure, Thriller"
703,Nerve,N,MOVIE_COM_WORK,2016-05-12,Henry Joost,297083,Theater,1,96,"Samira Wiley, Marc John Jefferies",USA,English,15ºº,dare game knocked out,NA,NA,NA,"Adventure, Crime, Mystery"
704,Take Me Home Tonight,N,KDRAMA_018,2011-10-22,Michael Dowse,487412,Theater,1,97,"Topher Grace, Michael Biehn",USA,English,19±›,friend night party,NA,NA,NA,"Comedy, Drama, Romance"
705,Divergent,N,KVARIETY_152,2014-11-18,Neil Burger,472545,Theater,1,139,"Kate Winslet, Theo James",USA,English,15ºº,army brother sister relationship dystopia,NA,NA,NA,"Adventure, Mystery, Sci-Fi"
706,Joy,N,KVARIETY_044,2015-07-24,David O. Russell,123473,Theater,1,124,"Jennifer Lawrence, Robert De Niro",USA,English,15ºº,based on real person female inventor mop,NA,NA,NA,"Biography, Comedy, Drama"
707,The Frozen Ground,N,KVARIETY_009,2013-04-09,Scott Walker,77526,Theater,1,105,"Nicolas Cage, Radha Mitchell",USA,English,19±›,anchorage alaska based on true story pole dancer,NA,NA,NA,"Crime, Drama, Mystery"
708,Dredd,N,MOVIE_FANTASY_FOLKLORE,2012-05-14,Pete Travis,336634,øµ»≠∞¸,1,95,"Wood Harris, Jason Cope",UK,English,19±›,brutality dark humor female antagonist,NA,NA,NA,"Action, Sci-Fi"
709,The Next Three Days,N,MOVIE_SF_CYBERPUNK,2010-08-03,Paul Haggis,263206,Theater,1,133,"Olivia Wilde, Daniel Stern",USA,English,15ºº,argument evidence fingerprints,NA,NA,NA,"Crime, Drama, Romance"
710,RoboCop,N,DRAMA_MYST_CLOSEDROOM,2014-09-27,Jos?? Padilha,282617,Theater,1,117,"Gary Oldman, Abbie Cornish",USA,English,15ºº,law enforcement police robocop,NA,NA,NA,"Action, Crime, Sci-Fi"
711,The Second Mother,N,DRAMA_FAM_SINGLEPARENT,2015-12-21,Anna Muylaert,318005,øµ»≠∞¸,1,112,"Alex Huszar, Regina Cas??",Brazil,Portuguese,19±›,brazil exam housekeeper,NA,NA,NA,"Comedy, Drama"
712,Ben-Hur,N,KVARIETY_031,2016-01-28,Timur Bekmambetov,193895,Theater,1,141,"Morgan Freeman, Ayelet Zurer",USA,English,15ºº,A film titled Ben-Hur.,NA,NA,NA,"Adventure, Drama, History"
713,Dum Maaro Dum,N,DRAMA_ACTION_FANTASY,2011-03-07,Rohan Sippy,272050,øµ»≠∞¸,1,128,"Abhishek Bachchan, Bipasha Basu",India,Hindi,19±›,airport drugs loss of loved one,NA,NA,NA,"Action, Crime, Drama"
714,Puss in Boots,N,MOVIE_MUSIC_EDM,2011-03-12,Chris Miller,217020,Theater,1,90,"Salma Hayek, Constance Marie",USA,English,12ºº,betrayal egg friend,NA,NA,NA,"Action, Adventure, Animation"
715,The Legend of Tarzan,N,MOVIE_GEN,2016-01-17,David Yates,533842,Theater,1,110,"Christoph Waltz, Alexander Skarsg??rd",USA,English,15ºº,africa capture jungle,NA,NA,NA,"Action, Adventure, Drama"
716,The Curse of Downers Grove,N,KVARIETY_046,2015-04-28,Derick Martini,198918,Theater,1,89,"Kevin Zegers, Bella Heathcote",USA,English,¿¸√º,A film titled The Curse of Downers Grove.,NA,NA,NA,"Drama, Horror, Mystery"
717,Alvin and the Chipmunks: Chipwrecked,N,MOVIE_ANIME_ACTION,2011-03-18,Mike Mitchell,525782,Theater,1,87,"Amy Poehler, Jesse McCartney",USA,English,¿¸√º,chipmunk cruise ship football ball,NA,NA,NA,"Adventure, Animation, Comedy"
718,Room,N,KVARIETY_109,2015-01-13,Lenny Abrahamson,392089,øµ»≠∞¸,1,118,"Joan Allen, Jacob Tremblay",Ireland,English,19±›,based on novel escape imprisonment,NA,NA,NA,Drama
719,Dawn of the Planet of the Apes,N,DRAMA_SCHOOL_MIDDLE,2014-07-26,Matt Reeves,624930,Theater,1,130,"Gary Oldman, Judy Greer",USA,English,15ºº,ape dam leader,NA,NA,NA,"Action, Adventure, Drama"
720,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",N,KDRAMA_023,2014-03-20,Miguel Arteta,164884,Theater,1,81,"Bella Thorne, Steve Carell",USA,English,12ºº,bad day based on book birthday,NA,NA,NA,"Comedy, Family"
721,Living Dark: The Story of Ted the Caver,N,MOVIE_DOC_TRAVEL,2013-10-11,David Hunt,367634,Theater,1,112,"Matthew Alan, Chris Cleveland",USA,English,15ºº,brother cave caver,NA,NA,NA,Horror
722,Seeking a Friend for the End of the World,N,KVARIETY_131,2012-06-27,Lorene Scafaria,214274,Theater,1,101,"Steve Carell, Mark Moses",USA,English,19±›,candle end of the world letter,NA,NA,NA,"Adventure, Comedy, Drama"
723,10 Days in a Madhouse,N,DRAMA_FANTASY_DRAGON,2015-04-25,Timothy Hines,104527,Theater,1,111,"Christopher Lambert, Kelly LeBrock",USA,English,19±›,A film titled 10 Days in a Madhouse.,NA,NA,NA,Drama
724,Zulu,N,MOVIE_MUSIC_FOLK,2013-04-01,J??r?¢•me Salle,205757,øµ»≠∞¸,1,110,"Orlando Bloom, Tanya van Graan",France,English,19±›,apartheid corpse male nudity,NA,NA,NA,"Crime, Drama, Thriller"
725,Alvin and the Chipmunks: The Road Chip,N,KVARIETY_029,2015-11-09,Walt Becker,598128,Theater,1,92,"Bella Thorne, Joshua Mikel",USA,English,12ºº,chipmunk highway travel on the road,NA,NA,NA,"Adventure, Animation, Comedy"
726,The Huntsman: Winter's War,N,MOVIE_CRIME_ORGANIZED,2016-08-23,Cedric Nicolas-Troyan,122446,Theater,1,120,"Chris Hemsworth, Sam Claflin",USA,English,15ºº,based on fairy tale dark fantasy fairy tale,NA,NA,NA,"Action, Adventure, Drama"
727,Outside Bet,N,MOVIE_SPORTS_FISHING,2012-02-04,Sacha Bennett,109551,øµ»≠∞¸,1,101,"Bob Hoskins, Jenny Agutter",UK,English,¿¸√º,A film titled Outside Bet.,NA,NA,NA,Comedy
728,Mission: Impossible - Rogue Nation,N,KVARIETY_056,2015-04-11,Christopher McQuarrie,376752,øµ»≠∞¸,1,131,"Tom Cruise, Jeremy Renner",China,English,15ºº,capture computer hacker mission,NA,NA,NA,"Action, Adventure, Thriller"
729,Inside Job,N,DRAMA_MYST_GEN,2010-03-09,Charles Ferguson,460313,Theater,1,105,"Matt Damon, George W. Bush",USA,English,15ºº,florida iceland interview,NA,NA,NA,"Crime, Documentary"
730,Penguins of Madagascar,N,KVARIETY_058,2014-05-14,Eric Darnell,206457,Theater,1,92,"Benedict Cumberbatch, Annet Mahendru",USA,English,12ºº,little girl park spy,NA,NA,NA,"Adventure, Animation, Comedy"
731,Last Vegas,N,MOVIE_DOC_SCIENCE,2013-08-26,Jon Turteltaub,420038,Theater,1,105,"Robert De Niro, Morgan Freeman",USA,English,15ºº,bachelor party bloody mary the drink bouncer,NA,NA,NA,"Comedy, Romance"
732,Paranormal Activity 3,N,DRAMA_FANTASY_HISTORICAL,2011-04-20,Henry Joost,282537,Theater,1,94,"Johanna Braddy, Sprague Grayden",USA,English,19±›,animate object imaginary friend reference to macgyver,NA,NA,NA,Horror
733,Bridesmaids,N,KVARIETY_032,2011-11-16,Paul Feig,264722,Theater,1,131,"Matt Lucas, Wendi McLendon-Covey",USA,English,19±›,best friend failure food,NA,NA,NA,"Comedy, Romance"
734,Point Break,N,DRAMA_FANTASY_MAGIC,2015-01-21,Ericson Core,66246,Theater,1,114,"Ray Winstone, Edgar Ram?°©rez",USA,English,15ºº,athlete extreme sports fbi,NA,NA,NA,"Action, Crime, Sport"
735,The Twilight Saga: Eclipse,N,DRAMA_CRIME_FRAUD,2010-12-04,David Slade,238060,Theater,1,124,"Robert Pattinson, Kristen Stewart",USA,English,15ºº,friendship graduation revenge,NA,NA,NA,"Adventure, Drama, Fantasy"
736,Paddington,N,KDRAMA_094,2014-09-16,Paul King,432880,øµ»≠∞¸,1,95,"Julie Walters, Matt Lucas",UK,English,12ºº,bear ear wax cleaning fake newsreel,NA,NA,NA,"Animation, Comedy, Family"
737,Neighbors 2: Sorority Rising,N,MOVIE_CRIME_DETECTIVE,2016-09-26,Nicholas Stoller,328216,Theater,1,92,"Chlo?? Grace Moretz, Ike Barinholtz",USA,English,19±›,bare chested male gay gay best friend,NA,NA,NA,Comedy
738,The Roommate,N,DRAMA_ROM_NOONA,2011-04-07,Christian E. Christiansen,153217,Theater,1,91,"Leighton Meester, Danneel Ackles",USA,English,15ºº,animal abuse(non graphic) cat killer college,NA,NA,NA,"Drama, Horror, Thriller"
739,American Reunion,N,KVARIETY_027,2012-03-20,Jon Hurwitz,395466,Theater,1,113,"Alyson Hannigan, Dania Ramirez",USA,English,19±›,bikini female female kiss high school reunion,NA,NA,NA,Comedy
740,G.I. Joe: Retaliation,N,DRAMA_HORROR_GEN,2013-12-02,Jon M. Chu,521415,Theater,1,122,"Channing Tatum, Dwayne Johnson",USA,English,15ºº,general gi joe martial arts,NA,NA,NA,"Action, Adventure, Sci-Fi"
741,The Divide,N,DRAMA_MYST_CONSPIRACY,2011-06-17,Xavier Gens,535929,øµ»≠∞¸,1,122,"Michael Biehn, Lauren German",Germany,English,19±›,doggystyle sex rough sex sodomy,NA,NA,NA,"Drama, Sci-Fi, Thriller"
742,Lottery Ticket,N,DRAMA_WORK_MEDICAL,2010-07-24,Erik White,382406,Theater,1,99,"Brandon T. Jackson, Loretta Devine",USA,English,15ºº,block party eurocopter ec120 colibri fortune cookie,NA,NA,NA,Comedy
743,Below Zero,N,MOVIE_THR_SUPERNATURAL,2011-09-21,Justin Thomas Ostensen,204465,øµ»≠∞¸,1,99,"Michael Berryman, Kristin Booth",Canada,English,19±›,A film titled Below Zero.,NA,NA,NA,Thriller
744,Polisse,N,MOVIE_DOC_SCIENCE,2011-01-21,Ma??wenn,599519,øµ»≠∞¸,1,127,"Riccardo Scamarcio, Ma??wenn",France,French,¿¸√º,abusive parent child molester child protection,NA,NA,NA,"Crime, Drama"
745,The Revenant,N,MOVIE_SPORTS_BOXING,2015-03-17,Alejandro G. I?°æ?¢Ærritu,583046,Theater,1,156,"Leonardo DiCaprio, Tom Hardy",USA,English,19±›,bear attack cauterizing a wound native american,NA,NA,NA,"Adventure, Drama, Thriller"
746,Hot Tub Time Machine,N,MOVIE_COM_ROM,2010-04-12,Steve Pink,218266,Theater,1,101,"Charlie McDermott, Collette Wolfe",USA,English,19±›,cheating wife drug reference maintenance man,NA,NA,NA,"Comedy, Sci-Fi"
747,Frozen,N,DRAMA_MYST_CLOSEDROOM,2013-01-04,Chris Buck,580955,Theater,1,102,"Josh Gad, Maurice LaMarche",USA,English,12ºº,magic sister love sister sister relationship,NA,NA,NA,"Adventure, Animation, Comedy"
748,Happy Christmas,N,KVARIETY_070,2014-03-14,Joe Swanberg,105182,Theater,1,82,"Anna Kendrick, Lena Dunham",USA,English,19±›,chicago illinois drink drinking,NA,NA,NA,"Comedy, Drama"
749,Gunless,N,MOVIE_MYST_AMNESIA,2010-01-21,William Phillips,403699,øµ»≠∞¸,1,89,"Tyler Mane, Callum Rennie",Canada,English,¿¸√º,blacksmith bounty hunter duel,NA,NA,NA,"Action, Comedy, Drama"
750,Not Cool,N,KDRAMA_011,2014-12-21,Shane Dawson,139521,Theater,1,93,"Shane Dawson, Kurt Angle",USA,English,¿¸√º,A film titled Not Cool.,NA,NA,NA,Comedy
751,Captain Phillips,N,DRAMA_HORROR_GORE,2013-11-22,Paul Greengrass,564879,Theater,1,134,"Tom Hanks, Chris Mulkey",USA,English,15ºº,hijacking hostage leader,NA,NA,NA,"Biography, Drama, Thriller"
752,Insidious,N,DRAMA_SCHOOL_CAMPUS,2010-12-16,James Wan,225583,Theater,1,103,"Lin Shaye, Barbara Hershey",USA,English,15ºº,baby boy coma,NA,NA,NA,"Fantasy, Horror, Mystery"
753,Grave Encounters,N,KDRAMA_028,2011-02-22,Colin Minihan,454853,øµ»≠∞¸,1,92,"Mackenzie Gray, Sean Rogerson",Canada,English,¿¸√º,ghost ghost hunting labyrinth,NA,NA,NA,Horror
